
*******************
* Started on 2010-09-26 12:34:27
* Using start frequency 50
*******************
* time frequency isPlaying aborting pressure cellTemperature mosfetTemperature ambientTemperature current maxPressure maxCurrent COMMENT
*******************

*******************
* Stopped on 2010-09-26 12:34:27
* Frequency 45
*******************


*******************
* Started on 2010-09-26 12:34:41
* Using start frequency 50
*******************
* time frequency isPlaying aborting pressure cellTemperature mosfetTemperature ambientTemperature current maxPressure maxCurrent COMMENT
*******************
2010-09-26 12:34:44	45	0	0	105	20.51	20.51	21.00	0.00	108	0.00	
2010-09-26 12:34:45	50	1	0	104	20.51	20.51	21.00	1.24	104	1.28	
2010-09-26 12:34:46	55	1	0	103	20.51	20.51	21.00	1.33	104	1.33	
2010-09-26 12:34:47	60	1	0	102	20.51	20.51	21.00	1.33	103	1.37	
2010-09-26 12:34:48	65	1	0	102	20.51	20.51	21.00	1.33	102	1.42	
2010-09-26 12:34:49	70	1	0	101	20.51	20.51	21.00	1.31	102	1.37	
2010-09-26 12:34:50	75	1	0	100	20.51	20.51	21.00	1.28	101	1.38	
2010-09-26 12:34:51	80	1	0	100	20.51	20.51	21.00	1.30	100	1.33	
2010-09-26 12:34:53	85	1	0	100	20.51	20.51	21.00	1.35	100	1.38	
2010-09-26 12:34:54	90	1	0	99	20.51	20.51	21.00	1.28	100	1.40	
2010-09-26 12:34:55	95	1	0	99	20.51	20.51	21.00	1.31	99	1.49	
2010-09-26 12:34:56	100	1	0	98	20.51	20.51	21.00	1.33	99	1.37	
2010-09-26 12:34:57	105	1	0	98	20.51	20.51	21.00	1.38	98	1.40	
2010-09-26 12:34:58	110	1	0	98	20.51	20.51	21.00	1.30	98	1.51	
2010-09-26 12:34:59	115	1	0	97	20.51	20.51	21.00	1.26	98	1.35	
2010-09-26 12:35:00	120	1	0	97	20.51	20.51	21.00	1.31	97	1.38	
2010-09-26 12:35:01	125	1	0	97	20.51	20.51	21.00	1.31	97	1.35	
2010-09-26 12:35:02	130	1	0	96	20.51	20.51	21.00	1.35	97	1.38	
2010-09-26 12:35:03	135	1	0	96	20.51	20.51	21.00	1.30	96	1.38	
2010-09-26 12:35:04	140	1	0	96	20.51	20.51	21.00	1.31	96	1.37	
2010-09-26 12:35:05	145	1	0	96	20.51	20.51	21.00	1.35	96	1.37	
2010-09-26 12:35:06	150	1	0	96	20.51	20.51	21.00	1.33	96	1.38	
2010-09-26 12:35:07	155	1	0	95	20.51	21.00	21.00	1.35	96	1.38	
2010-09-26 12:35:08	160	1	0	95	20.51	21.00	21.00	1.33	95	1.35	
