76455.25763521716	-0.0	0.0	-83.97812784689398	-263.4443616374203
76538.48462478523	-263.66372215518544	-83.78500011373391	-83.78500011373391	-263.66372215518544
76621.8824490694	-527.7661653459011	-167.1837447611477	-83.59187238057385	-263.88308267295054
76705.45110806973	-792.3073295721471	-250.19623394224135	-83.39874464741378	-264.1024431907157
76789.19060178622	-1057.2872148339234	-332.82246765701484	-83.20561691425371	-264.32180370848084
76873.10093021882	-1322.7058211312296	-415.0624459054682	-83.01248918109364	-264.54116422624594
76957.18209336758	-1588.5631484640667	-496.91616868760144	-82.81936144793357	-264.7605247440111
77041.43409123248	-1854.8591968324338	-578.3836360034145	-82.6262337147735	-264.97988526177625
77125.85692381348	-2121.5939662363307	-659.4648478529075	-82.43310598161344	-265.19924577954134
77210.45059111067	-2388.7674566757587	-740.1598042360804	-82.23997824845338	-265.4186062973065
77295.215093124	-2656.3796681507165	-820.4685051529332	-82.04685051529331	-265.63796681507165
77380.15042985343	-2924.430600661204	-900.3909506034657	-81.85372278213325	-265.85732733283675
77465.25660129901	-3192.9202542072226	-979.9271405876782	-81.66059504897318	-266.0766878506019
77550.53360746073	-3461.848628788771	-1059.0770751055704	-81.46746731581311	-266.296048368367
77635.9814483386	-3731.21572440585	-1137.8407541571426	-81.27433958265304	-266.51540888613215
77721.60012393263	-4001.0215410584597	-1216.2181777423946	-81.08121184949297	-266.7347694038973
77807.38963424276	-4271.266078746598	-1294.2093458613265	-80.8880841163329	-266.9541299216624
77893.34997926906	-4541.949337470269	-1371.8142585139383	-80.69495638317284	-267.17349043942755
77979.48115901148	-4813.071317229469	-1449.0329157002298	-80.50182865001277	-267.3928509571927
78065.78317347003	-5084.632018024198	-1525.8653174202013	-80.3087009168527	-267.6122114749578
76593.94284853977	-84.19748836465912	263.63748937058034	-84.19748836465912	-263.63748937058034
76677.16983810785	-347.8612105198446	179.85248925684644	-84.00436063149905	-263.8568498883455
76760.56766239204	-611.9636537105603	96.45374460943268	-83.81123289833899	-264.07621040611065
76844.13632139235	-876.5048179368061	13.441255428338991	-83.61810516517892	-264.29557092387574
76927.87581510884	-1141.4847031985823	-69.1849782864345	-83.42497743201885	-264.5149314416409
77011.78614354142	-1406.9033094958886	-151.42495653488794	-83.23184969885878	-264.734291959406
77095.8673066902	-1672.7606368287256	-233.27867931702116	-83.03872196569871	-264.95365247717115
77180.1193045551	-1939.0566851970927	-314.74614663283427	-82.84559423253864	-265.1730129949363
77264.5421371361	-2205.7914546009897	-395.8273584823272	-82.65246649937858	-265.3923735127014
77349.13580443329	-2472.964945040417	-476.5223148655	-82.45933876621851	-265.61173403046655
77433.90030644661	-2740.5771565153755	-556.8310157823527	-82.26621103305844	-265.8310945482317
77518.83564317605	-3008.628089025863	-636.7534612328852	-82.07308329989837	-266.0504550659968
77603.94181462165	-3277.1177425718815	-716.2896512170976	-81.8799555667383	-266.26981558376195
77689.21882078338	-3546.0461171534307	-795.4395857349898	-81.68682783357823	-266.4891761015271
77774.66666166122	-3815.413212770509	-874.203264786562	-81.49370010041817	-266.7085366192922
77860.28533725525	-4085.2190294231186	-952.5806883718141	-81.3005723672581	-266.92789713705736
77946.07484756541	-4355.463567111258	-1030.571856490746	-81.10744463409804	-267.1472576548225
78032.03519259166	-4626.146825834927	-1108.1767691433581	-80.91431690093798	-267.3666181725876
78118.16637233412	-4897.268805594128	-1185.3954263296496	-80.72118916777791	-267.58597869035276
78204.4683867927	-5168.829506388858	-1262.2278280496212	-80.52806143461784	-267.8053392081179
76732.79889657853	-168.8336977648485	527.6612342074808	-84.41684888242425	-263.8306171037404
76816.02588614658	-432.4974199200339	443.8762340937469	-84.22372114926418	-264.04997762150555
76899.4237104308	-696.5998631107497	360.47748944633315	-84.03059341610411	-264.2693381392707
76982.9923694311	-961.1410273369954	277.4650002652395	-83.83746568294404	-264.4886986570358
77066.7318631476	-1226.1209125987718	194.838766550466	-83.64433794978397	-264.70805917480095
77150.64219158022	-1491.5395188960783	112.59878830201268	-83.4512102166239	-264.9274196925661
77234.72335472895	-1757.396846228915	30.74506551987929	-83.25808248346385	-265.1467802103312
77318.97535259386	-2023.692894597282	-50.72240179593382	-83.06495475030378	-265.36614072809635
77403.3981851749	-2290.4276640011794	-131.8036136454267	-82.87182701714372	-265.5855012458615
77487.99185247204	-2557.601154440607	-212.4985700285996	-82.67869928398365	-265.8048617636266
77572.75635448538	-2825.2133659155647	-292.8072709454523	-82.48557155082358	-266.02422228139176
77657.69169121483	-3093.2642984260533	-372.72971639598484	-82.29244381766351	-266.2435827991569
77742.7978626604	-3361.753951972071	-452.2659063801973	-82.09931608450344	-266.462943316922
77828.07486882214	-3630.68232655362	-531.4158408980896	-81.90618835134337	-266.68230383468716
77913.52270970002	-3900.049422170699	-610.1795199496615	-81.7130606181833	-266.9016643524523
77999.141385294	-4169.855238823307	-688.5569435349137	-81.51993288502324	-267.1210248702174
78084.93089560416	-4440.099776511447	-766.5481116538456	-81.32680515186317	-267.34038538798256
78170.89124063044	-4710.7830352351175	-844.1530243064574	-81.1336774187031	-267.5597459057477
78257.02242037287	-4981.905014994317	-921.371681492749	-80.94054968554303	-267.7791064235128
78343.32443483145	-5253.465715789047	-998.2040832127203	-80.74742195238296	-267.99846694127797
76871.82577933345	-253.90862820056816	792.0712345107015	-84.63620940018939	-264.0237448369005
76955.05276890149	-517.5723503557535	708.2862343969674	-84.44308166702932	-264.2431053546656
77038.45059318568	-781.6747935464692	624.8874897495537	-84.24995393386925	-264.46246587243076
77122.01925218603	-1046.2159577727152	541.8750005684601	-84.05682620070918	-264.6818263901959
